Cycle_Index,Discharge Time (s),Decrement 3.6-3.4V (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),RUL
316.0,1906.81,609.5999999996275,3.978,3.485,4097.919999998994,5012.27,8512.1,797
317.0,1903.68,606.0,3.978,3.485,4088.321000000462,5012.31,8521.09,796
318.0,1913.92,618.0,3.981,3.486,4076.3519999999553,5012.31,8533.6,795
319.0,1899.74,609.5999999996275,3.979,3.48,4112.312999999151,5012.31,8526.72,794
320.0,1895.55,604.0,3.978,3.486,4064.320000000298,4994.31,8489.34,793
321.0,1892.89,604.0,3.978,3.486,4052.321000000462,4985.325000000001,8481.77,792
322.0,1890.51,602.0,3.978,3.487,4040.344000000506,4962.817500000001,8482.88,791
323.0,1887.95,602.4000000003725,3.977,3.486,4034.311999999918,4951.578750000001,8462.11,790
324.0,1884.0,602.4000000003725,3.978,3.487,4025.9440000010654,4945.959375,8482.75,789
325.0,1885.31,598.4000000003725,3.978,3.487,4018.743999999948,4943.1346875,8510.02,788
326.0,1883.25,600.0,3.978,3.488,4011.513000000268,4941.72234375,8505.31,787
327.0,1880.84,600.7999999998137,3.978,3.487,4004.31200000085,4923.001171874999,8481.28,786
328.0,1879.36,596.7999999998137,3.978,3.488,3998.3211666662246,4913.6705859375,8487.75,785
329.0,1877.01,598.0,3.977,3.487,3992.3439999995753,4909.02529296875,8447.61,784
330.0,1875.33,595.2000000001863,3.977,3.488,3986.375,4906.692646484375,8475.12,783
331.0,1872.2,594.0,3.976,3.488,3980.3600000003353,4875.346323242187,8480.42,782
332.0,1864.94,590.375,3.982,3.711,3892.344000000506,4835.863161621093,5890.0,781
333.0,1868.56,588.0,3.971,3.791,3860.375,4852.101580810547,5089.999999999999,780
334.0,1874.72,596.0,3.975,3.493,3956.344000001438,4878.205790405274,8496.25,779
335.0,1873.47,594.0,3.976,3.489,3975.5130000012,4891.212895202637,8478.94,778
336.0,1870.91,592.0,3.976,3.489,3974.2189999995753,4879.716447601319,8453.25,777
337.0,1868.25,592.0,3.976,3.488,3962.2179999994114,4874.048223800659,8495.88,776
338.0,1864.75,590.4000000003725,3.975,3.49,3956.375,4871.17911190033,8464.0,775
339.0,1862.91,590.4000000003725,3.976,3.49,3944.312999999151,4869.794555950165,8461.66,774
340.0,1860.75,588.0,3.976,3.491,3938.4060000004247,4851.067277975082,8446.72,773
341.0,1859.22,588.0,3.976,3.49,3932.3429999994114,4841.723638987542,8451.0,772
342.0,1857.72,584.0,3.975,3.491,3925.1749999998137,4837.031819493771,8439.19,771
343.0,1855.88,584.7999999998137,3.976,3.49,3920.344000001438,4834.670909746886,8440.94,770
344.0,1854.25,586.0,3.975,3.491,3917.9130000006407,4833.525454873443,8412.03,769
345.0,1852.38,582.0,3.976,3.491,3908.375,4832.952727436721,8413.03,768
346.0,1850.19,583.2000000001863,3.975,3.491,3902.375,4814.6013637183605,8395.34,767
347.0,1849.16,581.0,3.975,3.492,3896.25,4805.455681859181,8419.62,766
348.0,1845.72,578.0,3.975,3.492,3889.113000000827,4800.8978409295905,8397.84,765
349.0,1845.12,580.0,3.975,3.493,3878.3439999995753,4798.618920464795,8430.84,764
350.0,1843.44,580.0,3.974,3.492,3872.3439999995753,4797.464460232398,8410.62,763
351.0,1842.16,579.0,3.974,3.492,3867.512000001036,4796.842230116199,8398.16,762
352.0,1841.44,581.0,3.974,3.494,3866.2189999995753,4796.5761150581,8424.72,761
353.0,1839.44,578.4000000003725,3.974,3.492,3860.312999999151,4778.45805752905,8393.69,760
354.0,1837.59,576.0,3.974,3.493,3854.344000001438,4769.384028764525,8408.03,759
355.0,1833.31,572.0,3.973,3.493,3848.313000001013,4740.192014382263,8409.0,758
356.0,1824.88,566.4369999989867,3.978,3.712,3759.438000001013,4696.191007191132,5879.999999999996,757
357.0,1836.96,570.0,3.966,3.799,3687.391999999993,4728.270503595566,5009.999999999999,756
358.0,1840.29,572.0,3.969,3.498,3860.3519999999553,4762.310251797783,8420.0,755
359.0,1839.71,572.0,3.97,3.496,3872.352000000887,4761.330125898892,8429.73,754
360.0,1836.03,570.0,3.97,3.495,3866.352999999188,4760.840062949446,8389.41,753
361.0,1833.57,570.0,3.97,3.496,3854.352000000887,4760.595031474723,8388.13,752
362.0,1831.29,570.4000000003725,3.97,3.497,3845.950999999419,4760.492515737362,8370.62,751
363.0,1829.09,568.0,3.97,3.497,3842.387000000104,4760.436257868681,8359.2,750
364.0,1828.03,568.0,3.97,3.497,3831.5830000014976,4742.348128934341,8381.18,749
365.0,1825.73,568.0,3.97,3.497,3824.2579999994487,4733.27406446717,8389.31,748
366.0,1823.49,566.0,3.97,3.498,3824.195000000298,4728.827032233585,8383.59,747
367.0,1822.09,566.0,3.97,3.498,3812.3829999994487,4726.508516116792,8379.93,746
368.0,1820.61,566.0,3.97,3.498,3809.7880000006407,4725.509258058396,8393.53,745
369.0,1810.08,342.8571428572759,3.97,3.499,2461.0190000003204,3374.879629029198,8355.43,744
386.0,1799.55,556.7999999998137,3.968,3.983,3094.665500000119,4013.609814514599,3169.9999999999973,727
387.0,1796.76,554.0,3.967,3.503,3728.311999999918,4314.969907257299,8320.41,726
388.0,1794.86,551.2000000001863,3.967,3.502,3722.333333333954,4465.6649536286495,8330.28,725
389.0,1793.03,552.0,3.967,3.503,3716.3590000001714,4541.042476814325,8341.83,724
390.0,1791.58,551.0,3.967,3.503,3709.221999999136,4578.701238407162,8352.58,723
391.0,1789.64,549.5999999996275,3.967,3.504,3704.35899999924,4597.545619203582,8351.62,722
392.0,1787.78,550.0,3.967,3.504,3694.79099999927,4588.952809601791,8339.66,721
393.0,1785.31,548.0,3.967,3.505,3687.5589999994254,4584.646404800896,8285.64,720
394.0,1784.06,548.0,3.967,3.506,3680.3439999995753,4582.488202400447,8329.5,719
395.0,1782.72,544.0,3.967,3.505,3680.328000000678,4581.424101200224,8340.91,718
396.0,1781.61,546.0,3.967,3.506,3673.160000000149,4580.827050600112,8350.89,717
397.0,1779.66,544.9741666661575,3.967,3.506,3668.23399999924,4580.568525300056,8300.17,716
398.0,1778.47,545.0,3.967,3.505,3662.31200000085,4580.4392626500285,8287.17,715
399.0,1776.78,544.0,3.966,3.506,3658.712000001222,4580.374631325014,8308.5,714
400.0,1775.88,544.0,3.966,3.507,3651.511999999173,4562.377315662507,8278.44,713
401.0,1774.22,542.0,3.966,3.506,3650.375,4553.343657831254,8277.81,712
402.0,1771.25,539.2000000001863,3.965,3.507,3644.311999998986,4523.671828915627,8279.94,711
403.0,1761.69,537.594000001438,3.968,3.724,34132.154999999795,40306.39591445781,5759.999999999996,710
404.0,1777.085,536.797000000719,4.262,3.297,19201.453000000445,22803.372957228905,10029.999999999996,709
405.0,1792.48,536.0,3.955,3.481,11463.007000000565,13710.966478614453,9707.74,708
406.0,1799.46,544.8185999998823,3.96,3.521,7604.00000000064,9181.578239307226,8461.89,707
407.0,1800.26,546.0,3.96,3.518,5674.560500000458,6916.949119653613,8404.42,706
408.0,1799.68,544.0,3.961,3.517,4707.456250000207,5784.649559826807,8410.79,705
409.0,1797.15,544.0,3.961,3.518,3740.3519999999553,5218.434779913403,8358.88,704
410.0,1795.14,544.0,3.962,3.517,3737.821999999695,4917.362389956701,8360.35,703
411.0,1793.12,540.0,3.961,3.516,3728.285000000149,4766.856194978351,8377.02,702
412.0,1790.88,540.0,3.961,3.517,3716.352000000887,4691.573097489176,8378.31,701
413.0,1788.29,540.0,3.962,3.517,3710.288999999873,4653.946548744588,8346.41,700
414.0,1786.27,542.0,3.962,3.517,3701.9199999999255,4617.148274372294,8371.49,699
415.0,1782.91,539.0,3.962,3.518,3692.352000000887,4598.749137186147,8339.84,698
416.0,1779.75,540.0,3.961,3.517,3686.352000000887,4589.564568593074,8345.21,697
417.0,1777.0,538.0,3.961,3.517,3674.38300000038,4584.962284296536,8309.89,696
418.0,1774.34,536.0,3.961,3.516,3665.9599999999614,4564.646142148268,8342.41,695
419.0,1771.66,534.0,3.961,3.517,3656.327999999746,4554.4880710741345,8301.16,694
420.0,1769.25,534.0,3.96,3.517,3644.328999999911,4549.354035537068,8317.92,693
421.0,1766.23,533.0,3.961,3.517,3637.018999999389,4546.847017768534,8301.03,692
422.0,1764.42,532.0,3.96,3.517,3626.343000000343,4527.533508884268,8331.61,691
423.0,1761.23,530.0,3.96,3.518,3615.4189999997616,4517.936754442134,8298.66,690
424.0,1759.58,532.0,3.959,3.518,3608.3439999995753,4513.133377221067,8313.5,689
425.0,1756.42,530.0,3.959,3.519,3602.328000000678,4510.746688610534,8266.09,688
426.0,1753.83,527.0117499995977,3.959,3.518,3593.9589999988675,4491.543344305267,8258.47,687
427.0,1751.08,526.0,3.959,3.518,3586.743999999948,4454.266672152633,8301.95,686
428.0,1737.91,525.5940000005066,3.961,3.726,3465.375,4409.273336076316,5739.999999999998,685
429.0,1746.22,522.0,3.953,3.809,3428.2810000004247,4440.806668038158,4909.999999999996,684
430.0,1750.38,526.0,3.958,3.523,3565.143999999389,4456.573334019079,8301.91,683
431.0,1749.59,524.0,3.959,3.521,3579.544000000693,4446.446667009539,8279.5,682
434.0,1747.2,526.0,3.958,3.524,3536.319000001065,4459.383333504769,8197.41,679
435.0,1746.37,526.0,3.959,3.52,3566.318999999203,4465.8516667523845,8239.94,678
436.0,1745.12,526.0,3.959,3.519,3565.120000000112,4469.100833376193,8231.58,677
437.0,1742.3,525.0,3.959,3.519,3557.952000000514,4452.725416688097,8252.35,676
438.0,1740.35,522.0,3.959,3.52,3548.3509999997914,4444.522708344048,8252.96,675
439.0,1738.17,521.0,3.959,3.519,3536.320000000298,4440.436354172024,8265.86,674
440.0,1734.18,520.0,3.959,3.519,3529.154999999329,4438.378177086011,8199.75,673
441.0,1731.94,517.2857142854482,3.958,3.52,3518.321000000462,4419.364088543006,8210.62,672
442.0,1729.31,516.0,3.958,3.521,3512.3520000008866,4409.842044271503,8228.06,671
443.0,1727.62,516.0,3.958,3.521,3500.3520000008866,4405.096022135752,8218.98,670
444.0,1725.88,516.0,3.959,3.521,3500.3520000008866,4402.723011067876,8210.88,669
445.0,1724.87,516.0,3.959,3.521,3493.151999999769,4401.5165055339385,8241.89,668
446.0,1722.26,514.0,3.958,3.522,3488.313000000082,4382.928252766969,8224.22,667
447.0,1720.16,513.4285714281723,3.958,3.522,3482.343999999576,4373.634126383485,8208.67,666
448.0,1718.34,512.0,3.957,3.522,3471.5429999995977,4368.997063191742,8215.94,665
449.0,1716.73,513.0,3.958,3.523,3470.35899999924,4366.678531595871,8200.77,664
450.0,1714.41,510.8571428572759,3.957,3.522,3464.35899999924,4365.504265797936,8205.06,663
451.0,1711.11,508.0,3.957,3.523,3452.328000000678,4346.9471328989675,8187.42,662
452.0,1709.41,506.5714285718277,3.957,3.523,3440.39100000076,4337.583566449484,8212.55,661
453.0,1706.3,506.0,3.957,3.524,3434.2180000003427,4303.801783224742,8197.09,660
454.0,1693.76,502.80449999962,3.958,3.729,3318.375,4226.125891612372,5709.999999999997,659
455.0,1725.02,508.0,3.949,3.829,3154.848000000231,4313.252945806185,4709.999999999996,658
456.0,1727.49,512.0,3.953,3.527,3506.384000000544,4356.801472903093,8314.59,657
457.0,1725.63,510.0,3.954,3.526,3512.354000000283,4378.560736451546,8290.72,656
458.0,1723.36,510.0,3.954,3.526,3506.319000001065,4389.460368225773,8268.35,655
459.0,1719.68,508.7142857145518,3.953,3.526,3500.35599999968,4376.890184112886,8225.7,654
460.0,1717.18,509.0,3.954,3.526,3488.3209999995306,4370.620092056443,8230.5,653
461.0,1713.63,507.4285714281723,3.954,3.526,3478.7519999993965,4367.470046028222,8211.36,652
462.0,1710.5,505.0,3.953,3.527,3464.320000000298,4347.895023014111,8225.12,651
463.0,1707.13,504.0,3.953,3.528,3457.121000000276,4338.122511507056,8192.87,650
464.0,1705.92,503.9845000002533,3.953,3.528,3442.751000000164,4333.236255753528,8207.45,649
465.0,1703.94,502.8571428572759,3.953,3.529,3440.351999999024,4330.763127876764,8193.48,648
466.0,1701.44,503.0,3.953,3.528,3434.2890000008047,4329.541563938382,8182.88,647
467.0,1699.14,500.5714285718277,3.953,3.529,3422.321000000462,4310.945781969191,8159.24,646
468.0,1697.25,502.0,3.952,3.53,3416.3520000008866,4301.652890984595,8180.1,645
469.0,1695.97,499.2857142854482,3.952,3.529,3410.360000000336,4315.006445492298,8181.86,644
470.0,1767.97,563.0,3.954,3.529,3413.9589999988675,4429.683222746149,8086.31,643
471.0,1760.88,559.0,3.951,3.492,3629.9599999999614,4469.036611373074,8339.56,642
472.0,1753.88,554.0,3.949,3.495,3602.3909999988973,4452.688305686537,8357.22,641
473.0,1678.66,493.7142857145518,3.948,3.498,3536.343999999576,4336.524152843269,8441.59,640
474.0,1678.75,490.2857142854482,3.949,3.533,3344.360000000336,4296.457076421635,8132.55,639
475.0,1681.25,494.0,3.95,3.532,3350.3899999996647,4276.383538210817,8142.98,638
476.0,1675.52,490.2857142854482,3.949,3.532,3356.311999999918,4248.356769105409,8123.64,637
477.0,1672.7,489.0,3.949,3.532,1829.3319999999367,2686.3533845527045,8108.33,636
479.0,1625.86,468.8571428572759,3.939,4.053,2502.8259999996517,3381.3366922763526,2469.999999999999,634
480.0,1636.25,473.1428571427241,3.945,3.544,3176.3199999993667,3728.8133461381763,8085.09,633
481.0,1636.58,474.4285714281723,3.947,3.541,3206.287000000477,3902.566673069088,8071.55,632
482.0,1635.81,474.4285714281723,3.947,3.54,3206.321000000462,3989.4583365345443,8070.05,631
483.0,1634.79,471.4285714281723,3.947,3.54,3200.351999999956,4032.889168267272,8050.24,630
484.0,1633.18,472.0,3.947,3.54,3197.919999999925,4054.634584133636,8088.03,629
485.0,1632.26,473.1428571427241,3.947,3.54,3190.751000000164,4065.4772920668183,8076.51,628
486.0,1629.89,474.0,3.947,3.54,3188.3240000000224,4070.898646033409,8055.01,627
487.0,1627.68,471.8571428572759,3.946,3.54,3176.3209999995306,4055.6093230167044,8079.61,626
488.0,1625.63,470.5714285718277,3.946,3.541,3169.121000000276,4047.9796615083524,8056.26,625
489.0,1623.46,469.0,3.945,3.542,3161.950999999419,4044.1648307541764,8035.39,624
490.0,1622.49,469.2857142854482,3.945,3.542,3158.351999999956,4042.2574153770884,8045.76,623
491.0,1620.49,468.0,3.945,3.542,3152.36233333312,4041.3187076885442,8036.35,622
492.0,1619.49,468.0,3.945,3.543,3146.3829999994487,4040.774353844272,8055.36,621
493.0,1617.12,466.7142857145518,3.945,3.542,3140.23399999924,4022.5421769221357,8013.61,620
494.0,1615.2,466.7142857145518,3.945,3.542,3134.3120000008494,4013.5110884610676,8035.83,619
495.0,1612.7,465.4285714281723,3.944,3.544,3128.473666666076,4008.880544230534,8029.22,618
496.0,1610.78,464.1428571427241,3.944,3.543,3122.218999999576,4006.6202721152667,8031.55,617
497.0,1608.36,462.8571428572759,3.943,3.543,3116.35899999924,4005.490136057633,8032.36,616
498.0,1606.06,459.8571428572759,3.943,3.544,3110.360000000336,3986.925068028817,8019.17,615
499.0,1605.64,459.8571428572759,3.944,3.546,3104.3590000011027,3977.6425340144087,8021.73,614
500.0,1604.16,459.8394285719842,3.944,3.545,3098.360000000336,3973.0112670072044,8013.7,613
501.0,1602.95,461.0,3.944,3.545,3097.1749999998137,3928.995633503602,8050.02,612
502.0,1585.98,460.8130000010133,3.941,3.755,32568.58550000005,38686.197816751795,5449.999999999999,611
503.0,1610.7,463.76364285778254,4.256,3.315,18236.068750000093,21831.273908375897,9849.999999999998,610
504.0,1635.42,466.7142857145518,3.932,3.516,10731.41037500021,12971.81195418795,7839.999999999998,609
505.0,1645.38,471.0,3.938,3.559,6995.8976874999935,8560.095977093975,8262.91,608
506.0,1648.0,471.8571428572759,3.939,3.556,5131.1233437497285,6354.222988546988,8176.8,607
507.0,1646.34,470.1428571427241,3.94,3.555,4195.737671875308,5251.286494273494,8140.45,606
508.0,1645.54,472.0,3.941,3.555,3260.3520000008866,4681.823247136746,8123.23,605
509.0,1642.98,472.0,3.941,3.554,3254.3050000006333,5129.266623568374,8074.56,604
510.0,1640.45,469.0,3.94,3.554,3248.25800000038,4620.748311784187,8031.84,603
511.0,1638.66,469.0,3.941,3.554,3236.2270000008866,4366.534155892094,8120.96,602
512.0,1636.39,470.1428571427241,3.941,3.553,3230.3199999993667,4239.422077946047,8103.84,601
513.0,1633.57,467.1428571427241,3.94,3.553,3219.511999999173,4157.8860389730235,8109.85,600
514.0,1630.82,468.0,3.941,3.553,3206.3509999997914,4117.068019486512,8086.11,599
515.0,1628.38,465.8571428572759,3.941,3.552,3200.25,4096.649009743256,8089.82,598
516.0,1625.89,465.8571428572759,3.941,3.552,3188.226999999024,4068.514504871628,8068.96,597
517.0,1623.88,467.5714285718277,3.941,3.553,3182.3829999994487,4054.437252435814,8070.71,596
518.0,1621.17,466.0,3.94,3.552,3176.35899999924,4047.3736262179073,8069.28,595
519.0,1618.84,463.2857142854482,3.94,3.552,3170.311999999918,4043.8218131089534,8100.16,594
520.0,1615.81,462.0,3.94,3.552,3158.26600000076,4042.0909065544765,8078.75,593
521.0,1699.23,520.0,3.942,3.552,3152.360000000336,4167.235453277239,8007.17,592
522.0,1690.41,516.0,3.939,3.517,3404.375,4211.7877266386195,8296.06,591
523.0,1685.5,514.0,3.938,3.521,3374.343999998644,4234.06386331931,8277.34,590
524.0,1683.02,513.0,3.937,3.521,3356.344000000506,4227.196931659655,8309.28,589
525.0,1680.7,511.7142857145518,3.937,3.522,3349.128000000492,4223.723465829828,8294.41,588
526.0,1679.05,510.0,3.936,3.523,3338.25,4169.861732914914,8308.0,587
527.0,1643.59,504.0,3.921,3.729,3157.375,4087.100866457457,5709.999999999997,586
528.0,1657.81,502.0,3.92,3.83,3068.344000000506,4117.675433228728,4699.999999999997,585
529.0,1672.72,510.0,3.928,3.534,3260.25,4151.007716614364,8310.75,584
530.0,1679.19,512.0,3.933,3.527,3313.144000001252,4185.693858307182,8300.0,583
531.0,1679.25,513.0,3.933,3.523,3332.375,4203.001929153592,8280.97,582
532.0,1678.75,510.0,3.935,3.522,3334.712999999523,4211.670964576796,8313.16,581
533.0,1675.75,510.8571428563446,3.934,3.523,3332.3430000003427,4215.930482288398,8278.72,580
534.0,1672.69,508.0,3.934,3.522,3326.18799999915,4200.120241144199,8281.41,579
535.0,1669.84,508.0,3.934,3.523,3314.31299999915,4192.2301205721,8302.81,578
536.0,1667.25,506.0,3.934,3.523,3302.3430000003427,4188.305060286049,8302.28,577
537.0,1664.78,504.0,3.934,3.524,3296.375,4186.307530143025,8268.09,576
538.0,1662.56,504.0,3.933,3.525,3284.3120000008494,4167.293765071512,8260.31,575
539.0,1660.44,503.0,3.932,3.525,3278.2809999994934,4157.816882535756,8271.47,574
540.0,1658.25,503.0,3.932,3.525,3272.344000000506,4153.098441267878,8238.09,573
541.0,1657.0,504.0,3.932,3.526,3266.375,4150.719220633939,8271.62,572
542.0,1654.91,502.0154999997467,3.932,3.526,3260.344000000506,4149.529610316969,8261.44,571
543.0,1652.59,503.1428571436554,3.932,3.526,3254.344000000506,4130.934805158485,8240.72,570
544.0,1650.56,502.0,3.932,3.528,3248.3430000003427,4121.622402579243,8242.59,569
545.0,1644.0,501.0,3.932,3.528,3236.31299999915,4116.981201289622,8227.91,568
546.0,1647.5,501.0077500008047,3.932,3.527,3230.344000000506,4115.770600644812,8253.16,567
547.0,1646.19,498.8571428563446,3.932,3.527,3226.5620000008494,4114.0403003224055,8250.62,566
548.0,1644.5,500.0,3.931,3.528,3218.31299999915,4113.175150161203,8249.34,565
549.0,1642.75,497.5714285708964,3.931,3.528,3212.3120000008494,4094.7775750806018,8239.59,564
550.0,1640.22,496.0,3.931,3.529,3205.175000000745,4045.903787540301,8228.91,563
551.0,1606.88,494.375,3.917,3.73,3045.281000001356,3971.0768937701505,5699.999999999998,562
552.0,1622.0,487.7142857145518,3.916,3.841,2948.25,3987.693446885075,4589.999999999996,561
553.0,1629.44,492.0,3.921,3.54,3140.31299999915,4315.596723442537,8278.88,560
554.0,1632.12,490.2857142854482,3.924,3.536,3161.9749999996275,4177.953361721268,8856.31,559
555.0,1639.0,495.0,3.93,3.534,3176.31299999915,4127.166680860634,8300.88,558
556.0,1636.06,492.0,3.93,3.532,3200.375,4101.738340430317,8279.0,557
557.0,1634.19,494.0,3.929,3.532,3188.31299999915,4088.9941702151586,8281.94,556
558.0,1631.81,492.0,3.929,3.532,3182.25,4064.687085107579,8268.94,555
559.0,1632.25,490.7142857145518,3.93,3.533,3176.375,4052.49854255379,8275.38,554
560.0,1628.69,489.1428571436554,3.928,3.532,3176.3120000008494,4046.439271276895,8271.81,553
561.0,1628.56,489.8571428563446,3.928,3.533,3164.375,4043.4396356384477,8259.62,552
562.0,1628.0,489.0,3.929,3.533,3170.43799999915,4041.844817819224,8273.88,551
563.0,1625.69,488.0,3.929,3.533,3169.050000000745,4041.112408909612,8245.06,550
564.0,1623.25,485.5714285708964,3.928,3.533,3158.375,4040.746204454806,8237.38,549
565.0,1620.62,484.2857142854482,3.928,3.534,3152.375,4022.528102227403,8239.69,548
566.0,1617.69,483.0,3.928,3.534,3140.3120000008494,4013.4190511137012,8180.81,547
567.0,1616.0,483.0,3.928,3.535,3133.1120000015944,4008.864525556851,8214.44,546
568.0,1614.56,480.0,3.927,3.536,3125.912000000477,4006.5872627784256,8200.31,545
569.0,1613.44,480.0,3.928,3.536,3116.31299999915,4005.448631389213,8228.38,544
570.0,1611.75,481.7142857145518,3.928,3.535,3116.31299999915,3986.8793156946067,8205.94,543
571.0,1609.94,481.7142857145518,3.928,3.536,3110.31299999915,3977.5646578473034,8148.81,542
572.0,1609.0,479.0,3.928,3.537,3104.25,3972.9073289236517,8191.62,541
573.0,1607.56,480.4285714291036,3.928,3.536,3104.25,3970.548664461826,8220.38,540
574.0,1604.75,479.1428571436554,3.927,3.537,3092.1870000008494,3920.774332230913,8222.88,539
575.0,1576.81,480.0,3.914,3.741,2919.3120000008494,3854.5771661154567,5589.999999999997,538
576.0,1595.38,476.0,3.914,3.849,2834.375,3893.4785830577284,4509.999999999996,537
577.0,1597.25,474.919142857194,3.919,3.544,3050.375,3912.8942915288644,8263.75,536
578.0,1600.69,476.0,3.921,3.543,3050.31299999915,3922.6371457644323,8259.88,535
579.0,1606.44,477.8571428563446,3.925,3.542,3068.375,3945.4435728822164,8245.94,534
580.0,1606.75,479.1428571436554,3.925,3.54,3086.25,3956.8767864411084,8234.94,533
581.0,1603.12,476.0,3.926,3.539,3086.31299999915,3944.5933932205544,8222.38,532
582.0,1601.06,476.5714285708964,3.924,3.54,3074.3120000008494,3938.4516966102774,8236.25,531
583.0,1598.88,475.2857142854482,3.925,3.54,3068.3120000008494,3935.4158483051388,8240.88,530
584.0,1599.69,478.0,3.925,3.541,3061.175000000745,3933.8629241525696,8231.94,529
585.0,1595.81,474.0,3.924,3.539,3062.3120000008494,3933.086462076285,8222.94,528
586.0,1593.25,473.0,3.923,3.541,3050.3120000008494,3932.7332310381425,8194.5,527
587.0,1593.25,472.7142857145518,3.924,3.541,3044.375,3932.4916155190713,8173.06,526
588.0,1592.19,473.0,3.924,3.541,3044.25,3932.4358077595357,8163.06,525
589.0,1584.0,474.4285714291036,3.923,3.542,3039.574999999255,3914.372903879768,8160.62,524
590.0,1589.56,473.1428571436554,3.923,3.541,3038.31299999915,3905.341451939884,8149.5,523
591.0,1588.75,474.0,3.922,3.541,3032.3120000008494,3900.860725969942,8177.06,522
592.0,1587.25,471.8571428563446,3.922,3.541,3032.375,3898.5853629849707,8169.19,521
593.0,1584.88,472.0,3.922,3.542,3026.3120000008494,3897.4826814924854,8186.0,520
594.0,1581.88,466.2857142854482,3.921,3.543,3020.375,3896.8963407462425,8164.44,519
595.0,1578.88,468.0,3.921,3.543,3014.3120000008494,3878.6031703731214,8170.38,518
596.0,1575.94,466.7142857145518,3.92,3.544,3003.5129999984056,3869.4265851865607,8133.75,517
597.0,1573.88,464.0,3.92,3.544,2996.25,3864.9032925932806,8122.12,516
598.0,1571.5,465.1428571436554,3.919,3.545,2990.375,3808.4516462966403,8074.38,515
599.0,1545.88,463.125,3.91,3.744,31390.180500000715,37486.13082314832,5559.999999999996,514
600.0,1564.1550000000002,464.7053571427241,4.247,3.323,17445.266250000335,21069.24041157416,9769.999999999998,513
601.0,1582.43,466.2857142854482,3.895,3.571,10244.809625000227,12500.795205787079,7289.999999999996,512
602.0,1602.05,473.0,3.909,3.566,6677.564812500263,8234.55760289354,8378.82,511
603.0,1609.82,475.0,3.913,3.56,4902.941406250116,6119.4388014467695,8294.34,510
604.0,1612.67,476.12957142852247,3.915,3.558,4018.6467031241045,5061.894400723385,8288.48,509
605.0,1611.62,475.4285714291036,3.916,3.556,3134.3519999980927,4533.122200361692,8233.38,508
606.0,1610.53,476.0,3.916,3.556,3133.1520000007004,4268.691100180846,8236.99,507
607.0,1609.34,475.7142857145518,3.917,3.556,3125.8539999984205,4118.505550090423,8265.44,506
608.0,1607.07,476.0,3.916,3.555,3116.320000000298,4043.427775045211,8250.17,505
609.0,1605.09,474.0,3.917,3.556,3110.351999999956,4005.8588875226055,8245.89,504
610.0,1601.53,474.0,3.917,3.555,3098.289999999106,3987.1044437613027,8234.02,503
611.0,1598.47,474.4285714291036,3.916,3.555,3086.351000001654,3959.7122218806517,8260.45,502
612.0,1594.76,473.1428571436554,3.915,3.555,3074.320000000298,3946.016110940326,8220.89,501
613.0,1592.87,473.1428571436554,3.916,3.556,3062.320000000298,3939.138055470163,8259.8,500
614.0,1589.92,471.0,3.916,3.555,3053.858000000939,3917.7340277350813,8222.01,499
615.0,1587.91,470.8571428563446,3.916,3.555,3046.729000000283,3907.047013867541,8220.27,498
616.0,1585.86,468.8571428563446,3.916,3.555,3038.3590000011027,3901.6885069337704,8234.66,497
617.0,1583.84,468.0,3.916,3.555,3032.3279999997467,3899.009253466885,8260.97,496
618.0,1580.97,469.0,3.915,3.555,3026.3279999997467,3897.6146267334425,8236.14,495
619.0,1578.52,466.2857142854482,3.915,3.555,3017.8189999982715,3879.047313366721,8203.36,494
620.0,1576.45,465.0,3.915,3.555,3008.48399999924,3869.6886566833605,8251.23,493
621.0,1573.47,465.7142857145518,3.914,3.556,3002.3289999999106,3865.0343283416805,8229.86,492
622.0,1570.94,465.4285714291036,3.914,3.556,2990.375,3862.6571641708406,8180.38,491
623.0,1569.22,463.0,3.913,3.556,2984.281000001356,3789.8285820854203,8227.67,490
624.0,1527.88,463.218999998644,3.895,3.743,2772.3909999988973,3699.1042910427104,5569.999999999999,489
625.0,1544.66,457.0,3.897,3.861,2679.574999999255,3725.7221455213553,4389.999999999996,488
626.0,1561.56,461.1428571436554,3.906,3.567,2900.344000000506,3775.0160727606776,8209.66,487
627.0,1567.19,461.5714285708964,3.91,3.56,2960.3120000008494,3799.678036380339,8231.78,486
628.0,1566.88,462.8571428563446,3.912,3.558,2974.744000000879,3811.9940181901693,8223.72,485
629.0,1564.19,461.0,3.911,3.557,2972.3120000008494,3818.1670090950847,8162.56,484
630.0,1561.19,461.5714285708964,3.912,3.558,2966.344000000506,3821.2535045475424,8170.94,483
631.0,1558.16,460.0,3.911,3.558,2960.344000000506,3822.8167522737713,8188.59,482
632.0,1555.38,459.0,3.911,3.558,2948.375,3805.6433761368853,8142.44,481
633.0,1552.56,457.7142857145518,3.911,3.559,2938.869000000879,3797.0116880684427,8156.38,480
634.0,1549.56,454.7142857145518,3.911,3.559,2930.375,3792.7108440342213,8136.09,479
635.0,1547.47,456.4285714291036,3.91,3.56,2918.4059999994934,3790.5904220171105,8161.53,478
636.0,1545.34,453.40642857179046,3.91,3.56,2912.4680000003427,3771.405211008555,8151.09,477
